Director;Type;Characters;Genre;Location;Temporal collocation;Saga;Duration;First viewing;id;isChosen;gender;age;resp.id;ques;alt
Christopher Nolan;Live-action;Animals;Thriller;Mars;2022;No;1h 40min;Cinema;712;0;M;;59;877;left
Christopher Nolan;Live-action;Animals;Thriller;Mars;2022;No;1h 40min;Platforms;2440;0;M;;59;877;center
Steven Spielberg;Animation film;Animals;Thriller;United States of America;End of the 19th century;Yes;2h;Platforms;2619;1;M;;59;877;right
Tim Burton;Animation film;Robots/androids/humanoids;Science-fiction;United States of America;2100;No;2h;Cinema;1598;1;M;;59;878;left
Steven Spielberg;Live-action;Robots/androids/humanoids;Science-fiction;Mars;2100;No;1h 40min;Platforms;2574;0;M;;59;878;center
Steven Spielberg;Animation film;Robots/androids/humanoids;Science-fiction;Mars;End of the 19th century;No;1h 40min;Cinema;555;0;M;;59;878;right
Christopher Nolan;Animation film;Humans;Science-fiction;Japan;End of the 19th century;No;1h 40min;Platforms;2233;0;M;;59;879;left
Steven Spielberg;Animation film;Humans;Science-fiction;Europe;2022;Yes;1h 40min;Platforms;1911;1;M;;59;879;center
Tim Burton;Live-action;Robots/androids/humanoids;Thriller;Japan;2022;No;2h;Platforms;3275;0;M;;59;879;right
Tim Burton;Animation film;Robots/androids/humanoids;Science-fiction;United States of America;2022;No;2h;Cinema;1454;1;M;;59;880;left
Christopher Nolan;Animation film;Humans;Thriller;United States of America;End of the 19th century;Yes;2h;Cinema;883;0;M;;59;880;center
Tim Burton;Animation film;Robots/androids/humanoids;Thriller;United States of America;2100;No;1h 40min;Platforms;2480;0;M;;59;880;right
Tim Burton;Live-action;Animals;Science-fiction;Japan;2100;Yes;1h 40min;Platforms;2099;0;M;;59;881;left
Christopher Nolan;Animation film;Robots/androids/humanoids;Science-fiction;Mars;2100;Yes;2h;Cinema;1273;0;M;;59;881;center
Christopher Nolan;Animation film;Animals;Thriller;Europe;End of the 19th century;No;1h 40min;Cinema;493;1;M;;59;881;right
Steven Spielberg;Live-action;Animals;Science-fiction;United States of America;End of the 19th century;No;2h;Cinema;1308;1;M;;59;882;left
Christopher Nolan;Animation film;Robots/androids/humanoids;Science-fiction;Japan;2022;Yes;1h 40min;Cinema;229;0;M;;59;882;center
Christopher Nolan;Animation film;Humans;Thriller;Europe;End of the 19th century;Yes;2h;Cinema;919;0;M;;59;882;right
Steven Spielberg;Animation film;Humans;Science-fiction;Mars;End of the 19th century;Yes;2h;Cinema;975;0;M;;59;883;left
Steven Spielberg;Live-action;Humans;Science-fiction;Europe;2100;No;2h;Platforms;3354;1;M;;59;883;center
Steven Spielberg;Live-action;Robots/androids/humanoids;Thriller;Japan;2100;Yes;2h;Cinema;1260;0;M;;59;883;right
Steven Spielberg;Live-action;Humans;Thriller;Mars;2100;No;2h;Platforms;3444;0;M;;59;884;left
Steven Spielberg;Animation film;Humans;Thriller;Europe;2100;No;1h 40min;Platforms;2505;1;M;;59;884;center
Tim Burton;Live-action;Animals;Science-fiction;Europe;2100;No;1h 40min;Cinema;767;0;M;;59;884;right
Christopher Nolan;Animation film;Robots/androids/humanoids;Thriller;Europe;2022;Yes;1h 40min;Cinema;211;1;M;;59;885;left
Tim Burton;Live-action;Humans;Thriller;Japan;2100;No;2h;Cinema;1679;0;M;;59;885;center
Christopher Nolan;Live-action;Robots/androids/humanoids;Thriller;Europe;2022;Yes;1h 40min;Cinema;214;0;M;;59;885;right
Christopher Nolan;Live-action;Animals;Science-fiction;Japan;End of the 19th century;No;1h 40min;Cinema;514;0;M;;60;886;left
Steven Spielberg;Animation film;Animals;Science-fiction;Europe;2100;No;1h 40min;Platforms;2493;1;M;;60;886;center
Steven Spielberg;Live-action;Robots/androids/humanoids;Science-fiction;United States of America;2022;No;2h;Cinema;1458;0;M;;60;886;right
Christopher Nolan;Animation film;Humans;Thriller;Japan;2100;Yes;2h;Platforms;2971;0;M;;60;887;left
Christopher Nolan;Animation film;Robots/androids/humanoids;Thriller;Japan;2022;No;2h;Cinema;1543;0;M;;60;887;center
Tim Burton;Animation film;Animals;Thriller;Mars;End of the 19th century;Yes;1h 40min;Cinema;134;1;M;;60;887;right
Christopher Nolan;Live-action;Robots/androids/humanoids;Science-fiction;Mars;2022;Yes;2h;Cinema;1132;0;M;;60;888;left
Steven Spielberg;Animation film;Robots/androids/humanoids;Thriller;Europe;End of the 19th century;Yes;1h 40min;Platforms;1797;1;M;;60;888;center
Christopher Nolan;Live-action;Humans;Thriller;Mars;End of the 19th century;No;1h 40min;Platforms;2290;0;M;;60;888;right
Christopher Nolan;Animation film;Humans;Science-fiction;Japan;2022;No;2h;Platforms;3241;1;M;;60;889;left
Tim Burton;Live-action;Animals;Thriller;United States of America;2100;Yes;1h 40min;Platforms;2045;0;M;;60;889;center
Tim Burton;Live-action;Robots/androids/humanoids;Science-fiction;Europe;2100;No;2h;Platforms;3365;0;M;;60;889;right
Tim Burton;Live-action;Humans;Science-fiction;Japan;2100;Yes;2h;Cinema;1229;0;M;;60;890;left
Steven Spielberg;Live-action;Humans;Science-fiction;Mars;2100;No;2h;Cinema;1698;1;M;;60;890;center
Steven Spielberg;Live-action;Humans;Thriller;Europe;2022;No;2h;Platforms;3228;0;M;;60;890;right
Tim Burton;Live-action;Humans;Thriller;Mars;2022;No;2h;Cinema;1571;0;M;;60;891;left
Tim Burton;Animation film;Humans;Thriller;Mars;2022;No;1h 40min;Cinema;704;0;M;;60;891;center
Christopher Nolan;Animation film;Robots/androids/humanoids;Science-fiction;Europe;End of the 19th century;Yes;2h;Platforms;2641;1;M;;60;891;right
Christopher Nolan;Live-action;Animals;Thriller;Mars;2022;No;1h 40min;Cinema;712;0;M;;60;892;left
Christopher Nolan;Live-action;Animals;Thriller;Mars;2022;No;1h 40min;Platforms;2440;0;M;;60;892;center
Steven Spielberg;Animation film;Animals;Thriller;United States of America;End of the 19th century;Yes;2h;Platforms;2619;1;M;;60;892;right
Tim Burton;Animation film;Robots/androids/humanoids;Science-fiction;United States of America;2100;No;2h;Cinema;1598;1;M;;60;893;left
Steven Spielberg;Live-action;Robots/androids/humanoids;Science-fiction;Mars;2100;No;1h 40min;Platforms;2574;0;M;;60;893;center
Steven Spielberg;Animation film;Robots/androids/humanoids;Science-fiction;Mars;End of the 19th century;No;1h 40min;Cinema;555;0;M;;60;893;right
Christopher Nolan;Animation film;Humans;Science-fiction;Japan;End of the 19th century;No;1h 40min;Platforms;2233;0;M;;60;894;left
Steven Spielberg;Animation film;Humans;Science-fiction;Europe;2022;Yes;1h 40min;Platforms;1911;1;M;;60;894;center
Tim Burton;Live-action;Robots/androids/humanoids;Thriller;Japan;2022;No;2h;Platforms;3275;0;M;;60;894;right
Tim Burton;Animation film;Robots/androids/humanoids;Science-fiction;United States of America;2022;No;2h;Cinema;1454;1;M;;60;895;left
Christopher Nolan;Animation film;Humans;Thriller;United States of America;End of the 19th century;Yes;2h;Cinema;883;0;M;;60;895;center
Tim Burton;Animation film;Robots/androids/humanoids;Thriller;United States of America;2100;No;1h 40min;Platforms;2480;0;M;;60;895;right
Tim Burton;Live-action;Animals;Science-fiction;Japan;2100;Yes;1h 40min;Platforms;2099;0;M;;60;896;left
Christopher Nolan;Animation film;Robots/androids/humanoids;Science-fiction;Mars;2100;Yes;2h;Cinema;1273;0;M;;60;896;center
Christopher Nolan;Animation film;Animals;Thriller;Europe;End of the 19th century;No;1h 40min;Cinema;493;1;M;;60;896;right
Steven Spielberg;Live-action;Animals;Science-fiction;United States of America;End of the 19th century;No;2h;Cinema;1308;1;M;;60;897;left
Christopher Nolan;Animation film;Robots/androids/humanoids;Science-fiction;Japan;2022;Yes;1h 40min;Cinema;229;0;M;;60;897;center
Christopher Nolan;Animation film;Humans;Thriller;Europe;End of the 19th century;Yes;2h;Cinema;919;0;M;;60;897;right
Steven Spielberg;Animation film;Humans;Science-fiction;Mars;End of the 19th century;Yes;2h;Cinema;975;0;M;;60;898;left
Steven Spielberg;Live-action;Humans;Science-fiction;Europe;2100;No;2h;Platforms;3354;1;M;;60;898;center
Steven Spielberg;Live-action;Robots/androids/humanoids;Thriller;Japan;2100;Yes;2h;Cinema;1260;0;M;;60;898;right
Steven Spielberg;Live-action;Humans;Thriller;Mars;2100;No;2h;Platforms;3444;0;M;;60;899;left
Steven Spielberg;Animation film;Humans;Thriller;Europe;2100;No;1h 40min;Platforms;2505;1;M;;60;899;center
Tim Burton;Live-action;Animals;Science-fiction;Europe;2100;No;1h 40min;Cinema;767;0;M;;60;899;right
Christopher Nolan;Animation film;Robots/androids/humanoids;Thriller;Europe;2022;Yes;1h 40min;Cinema;211;1;M;;60;900;left
Tim Burton;Live-action;Humans;Thriller;Japan;2100;No;2h;Cinema;1679;0;M;;60;900;center
Christopher Nolan;Live-action;Robots/androids/humanoids;Thriller;Europe;2022;Yes;1h 40min;Cinema;214;0;M;;60;900;right
Steven Spielberg;Live-action;Robots/androids/humanoids;Thriller;Mars;End of the 19th century;Yes;2h;Platforms;2736;1;M;;61;901;left
Steven Spielberg;Animation film;Robots/androids/humanoids;Thriller;Europe;2100;Yes;1h 40min;Cinema;357;0;M;;61;901;center
Tim Burton;Animation film;Robots/androids/humanoids;Thriller;Mars;End of the 19th century;Yes;2h;Cinema;1004;0;M;;61;901;right
Steven Spielberg;Live-action;Humans;Thriller;Japan;End of the 19th century;Yes;2h;Cinema;960;1;M;;61;902;left
Christopher Nolan;Live-action;Animals;Thriller;United States of America;2100;No;1h 40min;Cinema;748;0;M;;61;902;center
Steven Spielberg;Live-action;Animals;Thriller;Mars;2100;Yes;2h;Cinema;1290;0;M;;61;902;right
Tim Burton;Animation film;Robots/androids/humanoids;Science-fiction;Mars;2022;Yes;1h 40min;Platforms;1994;0;M;;61;903;left
Steven Spielberg;Live-action;Humans;Science-fiction;United States of America;2022;Yes;2h;Platforms;2742;0;M;;61;903;center
Christopher Nolan;Live-action;Humans;Science-fiction;United States of America;2022;No;2h;Platforms;3172;1;M;;61;903;right
Steven Spielberg;Live-action;Humans;Science-fiction;Europe;2100;Yes;2h;Platforms;2922;1;M;;61;904;left
Tim Burton;Animation film;Humans;Science-fiction;Japan;2100;No;1h 40min;Platforms;2522;0;M;;61;904;center
Tim Burton;Live-action;Humans;Thriller;Europe;End of the 19th century;Yes;2h;Cinema;923;0;M;;61;904;right
Christopher Nolan;Live-action;Humans;Science-fiction;Japan;End of the 19th century;No;1h 40min;Cinema;508;1;M;;61;905;left
Steven Spielberg;Live-action;Humans;Science-fiction;United States of America;2022;No;2h;Cinema;1446;0;M;;61;905;center
Christopher Nolan;Live-action;Animals;Thriller;Mars;2022;No;1h 40min;Platforms;2440;0;M;;61;905;right
Christopher Nolan;Live-action;Robots/androids/humanoids;Thriller;Mars;2022;No;1h 40min;Cinema;718;1;M;;61;906;left
Christopher Nolan;Live-action;Animals;Thriller;United States of America;2022;No;2h;Platforms;3196;0;M;;61;906;center
Tim Burton;Live-action;Animals;Science-fiction;Japan;End of the 19th century;No;2h;Platforms;3107;0;M;;61;906;right
Steven Spielberg;Live-action;Animals;Science-fiction;Mars;End of the 19th century;No;2h;Cinema;1416;0;M;;61;907;left
Christopher Nolan;Live-action;Animals;Science-fiction;Europe;2100;Yes;2h;Platforms;2926;1;M;;61;907;center
Tim Burton;Live-action;Animals;Science-fiction;Mars;End of the 19th century;No;1h 40min;Cinema;551;0;M;;61;907;right
Christopher Nolan;Animation film;Robots/androids/humanoids;Thriller;Japan;2022;No;1h 40min;Cinema;679;0;M;;61;908;left
Steven Spielberg;Animation film;Robots/androids/humanoids;Science-fiction;United States of America;2100;Yes;1h 40min;Platforms;2031;1;M;;61;908;center
Steven Spielberg;Animation film;Robots/androids/humanoids;Thriller;United States of America;2022;Yes;1h 40min;Cinema;177;0;M;;61;908;right
Christopher Nolan;Animation film;Humans;Science-fiction;Mars;End of the 19th century;No;2h;Cinema;1405;1;M;;61;909;left
Christopher Nolan;Animation film;Robots/androids/humanoids;Thriller;Mars;2100;No;1h 40min;Platforms;2587;0;M;;61;909;center
Christopher Nolan;Animation film;Robots/androids/humanoids;Thriller;Mars;2022;No;1h 40min;Platforms;2443;0;M;;61;909;right
Christopher Nolan;Live-action;Animals;Thriller;Mars;2100;Yes;1h 40min;Cinema;424;0;M;;61;910;left
Christopher Nolan;Live-action;Humans;Science-fiction;Europe;2022;Yes;2h;Cinema;1048;1;M;;61;910;center
Tim Burton;Live-action;Humans;Thriller;Europe;End of the 19th century;No;1h 40min;Platforms;2219;0;M;;61;910;right
Christopher Nolan;Live-action;Robots/androids/humanoids;Science-fiction;Europe;End of the 19th century;No;1h 40min;Cinema;484;0;M;;61;911;left
Christopher Nolan;Animation film;Animals;Thriller;United States of America;End of the 19th century;No;2h;Platforms;3049;0;M;;61;911;center
Steven Spielberg;Animation film;Animals;Thriller;United States of America;2100;No;1h 40min;Cinema;747;1;M;;61;911;right
Christopher Nolan;Animation film;Animals;Thriller;United States of America;2022;Yes;2h;Platforms;2761;1;M;;61;912;left
Christopher Nolan;Live-action;Animals;Thriller;Mars;2022;Yes;1h 40min;Platforms;2008;0;M;;61;912;center
Steven Spielberg;Live-action;Animals;Thriller;Mars;2022;No;1h 40min;Cinema;714;0;M;;61;912;right
Steven Spielberg;Animation film;Robots/androids/humanoids;Science-fiction;Europe;2022;Yes;1h 40min;Platforms;1923;0;M;;61;913;left
Christopher Nolan;Animation film;Animals;Thriller;Japan;2022;Yes;1h 40min;Cinema;241;1;M;;61;913;center
Christopher Nolan;Animation film;Robots/androids/humanoids;Science-fiction;Europe;End of the 19th century;No;2h;Cinema;1345;0;M;;61;913;right
Christopher Nolan;Animation film;Humans;Thriller;United States of America;2022;No;1h 40min;Platforms;2323;1;M;;61;914;left
Christopher Nolan;Live-action;Robots/androids/humanoids;Science-fiction;Europe;2100;No;2h;Platforms;3364;0;M;;61;914;center
Christopher Nolan;Live-action;Animals;Thriller;Japan;End of the 19th century;No;1h 40min;Platforms;2260;0;M;;61;914;right
Christopher Nolan;Animation film;Humans;Thriller;Japan;2022;No;1h 40min;Platforms;2395;0;M;;61;915;left
Tim Burton;Live-action;Robots/androids/humanoids;Thriller;United States of America;End of the 19th century;No;1h 40min;Cinema;467;1;M;;61;915;center
Tim Burton;Animation film;Animals;Thriller;Mars;2022;Yes;2h;Platforms;2870;0;M;;61;915;right
Steven Spielberg;Live-action;Robots/androids/humanoids;Thriller;Mars;End of the 19th century;Yes;2h;Platforms;2736;1;M;23;62;916;left
Steven Spielberg;Animation film;Robots/androids/humanoids;Thriller;Europe;2100;Yes;1h 40min;Cinema;357;0;M;23;62;916;center
Tim Burton;Animation film;Robots/androids/humanoids;Thriller;Mars;End of the 19th century;Yes;2h;Cinema;1004;0;M;23;62;916;right
Steven Spielberg;Live-action;Humans;Thriller;Japan;End of the 19th century;Yes;2h;Cinema;960;1;M;23;62;917;left
Christopher Nolan;Live-action;Animals;Thriller;United States of America;2100;No;1h 40min;Cinema;748;0;M;23;62;917;center
Steven Spielberg;Live-action;Animals;Thriller;Mars;2100;Yes;2h;Cinema;1290;0;M;23;62;917;right
Tim Burton;Animation film;Robots/androids/humanoids;Science-fiction;Mars;2022;Yes;1h 40min;Platforms;1994;0;M;23;62;918;left
Steven Spielberg;Live-action;Humans;Science-fiction;United States of America;2022;Yes;2h;Platforms;2742;0;M;23;62;918;center
Christopher Nolan;Live-action;Humans;Science-fiction;United States of America;2022;No;2h;Platforms;3172;1;M;23;62;918;right
Steven Spielberg;Live-action;Humans;Science-fiction;Europe;2100;Yes;2h;Platforms;2922;1;M;23;62;919;left
Tim Burton;Animation film;Humans;Science-fiction;Japan;2100;No;1h 40min;Platforms;2522;0;M;23;62;919;center
Tim Burton;Live-action;Humans;Thriller;Europe;End of the 19th century;Yes;2h;Cinema;923;0;M;23;62;919;right
Christopher Nolan;Live-action;Humans;Science-fiction;Japan;End of the 19th century;No;1h 40min;Cinema;508;1;M;23;62;920;left
Steven Spielberg;Live-action;Humans;Science-fiction;United States of America;2022;No;2h;Cinema;1446;0;M;23;62;920;center
Christopher Nolan;Live-action;Animals;Thriller;Mars;2022;No;1h 40min;Platforms;2440;0;M;23;62;920;right
Christopher Nolan;Live-action;Robots/androids/humanoids;Thriller;Mars;2022;No;1h 40min;Cinema;718;1;M;23;62;921;left
Christopher Nolan;Live-action;Animals;Thriller;United States of America;2022;No;2h;Platforms;3196;0;M;23;62;921;center
Tim Burton;Live-action;Animals;Science-fiction;Japan;End of the 19th century;No;2h;Platforms;3107;0;M;23;62;921;right
Steven Spielberg;Live-action;Animals;Science-fiction;Mars;End of the 19th century;No;2h;Cinema;1416;0;M;23;62;922;left
Christopher Nolan;Live-action;Animals;Science-fiction;Europe;2100;Yes;2h;Platforms;2926;1;M;23;62;922;center
Tim Burton;Live-action;Animals;Science-fiction;Mars;End of the 19th century;No;1h 40min;Cinema;551;0;M;23;62;922;right
Christopher Nolan;Animation film;Robots/androids/humanoids;Thriller;Japan;2022;No;1h 40min;Cinema;679;0;M;23;62;923;left
Steven Spielberg;Animation film;Robots/androids/humanoids;Science-fiction;United States of America;2100;Yes;1h 40min;Platforms;2031;1;M;23;62;923;center
Steven Spielberg;Animation film;Robots/androids/humanoids;Thriller;United States of America;2022;Yes;1h 40min;Cinema;177;0;M;23;62;923;right
Christopher Nolan;Animation film;Humans;Science-fiction;Mars;End of the 19th century;No;2h;Cinema;1405;1;M;23;62;924;left
Christopher Nolan;Animation film;Robots/androids/humanoids;Thriller;Mars;2100;No;1h 40min;Platforms;2587;0;M;23;62;924;center
Christopher Nolan;Animation film;Robots/androids/humanoids;Thriller;Mars;2022;No;1h 40min;Platforms;2443;0;M;23;62;924;right
Christopher Nolan;Live-action;Animals;Thriller;Mars;2100;Yes;1h 40min;Cinema;424;0;M;23;62;925;left
Christopher Nolan;Live-action;Humans;Science-fiction;Europe;2022;Yes;2h;Cinema;1048;1;M;23;62;925;center
Tim Burton;Live-action;Humans;Thriller;Europe;End of the 19th century;No;1h 40min;Platforms;2219;0;M;23;62;925;right
Christopher Nolan;Live-action;Robots/androids/humanoids;Science-fiction;Europe;End of the 19th century;No;1h 40min;Cinema;484;0;M;23;62;926;left
Christopher Nolan;Animation film;Animals;Thriller;United States of America;End of the 19th century;No;2h;Platforms;3049;0;M;23;62;926;center
Steven Spielberg;Animation film;Animals;Thriller;United States of America;2100;No;1h 40min;Cinema;747;1;M;23;62;926;right
Christopher Nolan;Animation film;Animals;Thriller;United States of America;2022;Yes;2h;Platforms;2761;1;M;23;62;927;left
Christopher Nolan;Live-action;Animals;Thriller;Mars;2022;Yes;1h 40min;Platforms;2008;0;M;23;62;927;center
Steven Spielberg;Live-action;Animals;Thriller;Mars;2022;No;1h 40min;Cinema;714;0;M;23;62;927;right
Steven Spielberg;Animation film;Robots/androids/humanoids;Science-fiction;Europe;2022;Yes;1h 40min;Platforms;1923;0;M;23;62;928;left
Christopher Nolan;Animation film;Animals;Thriller;Japan;2022;Yes;1h 40min;Cinema;241;1;M;23;62;928;center
Christopher Nolan;Animation film;Robots/androids/humanoids;Science-fiction;Europe;End of the 19th century;No;2h;Cinema;1345;0;M;23;62;928;right
Christopher Nolan;Animation film;Humans;Thriller;United States of America;2022;No;1h 40min;Platforms;2323;1;M;23;62;929;left
Christopher Nolan;Live-action;Robots/androids/humanoids;Science-fiction;Europe;2100;No;2h;Platforms;3364;0;M;23;62;929;center
Christopher Nolan;Live-action;Animals;Thriller;Japan;End of the 19th century;No;1h 40min;Platforms;2260;0;M;23;62;929;right
Christopher Nolan;Animation film;Humans;Thriller;Japan;2022;No;1h 40min;Platforms;2395;0;M;23;62;930;left
Tim Burton;Live-action;Robots/androids/humanoids;Thriller;United States of America;End of the 19th century;No;1h 40min;Cinema;467;1;M;23;62;930;center
Tim Burton;Animation film;Animals;Thriller;Mars;2022;Yes;2h;Platforms;2870;0;M;23;62;930;right
Steven Spielberg;Live-action;Robots/androids/humanoids;Thriller;Europe;2022;No;2h;Platforms;3240;1;M;;63;931;left
Tim Burton;Animation film;Robots/androids/humanoids;Thriller;United States of America;End of the 19th century;Yes;2h;Cinema;896;0;M;;63;931;center
Tim Burton;Animation film;Animals;Science-fiction;Europe;2022;No;2h;Platforms;3212;0;M;;63;931;right
Steven Spielberg;Animation film;Robots/androids/humanoids;Thriller;Mars;2100;Yes;2h;Platforms;3021;1;M;;63;932;left
Tim Burton;Live-action;Animals;Thriller;Japan;End of the 19th century;Yes;1h 40min;Cinema;101;0;M;;63;932;center
Steven Spielberg;Live-action;Robots/androids/humanoids;Science-fiction;Mars;2022;No;1h 40min;Platforms;2430;0;M;;63;932;right
Tim Burton;Animation film;Humans;Thriller;United States of America;2022;No;2h;Cinema;1460;1;M;;63;933;left
Steven Spielberg;Live-action;Humans;Thriller;United States of America;End of the 19th century;No;2h;Platforms;3048;0;M;;63;933;center
Tim Burton;Live-action;Animals;Science-fiction;Mars;2100;Yes;2h;Platforms;2999;0;M;;63;933;right
Tim Burton;Live-action;Animals;Science-fiction;Mars;2022;Yes;2h;Platforms;2855;0;M;;63;934;left
Christopher Nolan;Live-action;Robots/androids/humanoids;Thriller;Japan;End of the 19th century;Yes;1h 40min;Cinema;106;1;M;;63;934;center
Christopher Nolan;Animation film;Animals;Science-fiction;Japan;2100;Yes;1h 40min;Cinema;367;0;M;;63;934;right
Christopher Nolan;Animation film;Humans;Thriller;United States of America;2100;No;2h;Platforms;3331;1;M;;63;935;left
Steven Spielberg;Animation film;Robots/androids/humanoids;Thriller;Japan;2100;Yes;2h;Cinema;1257;0;M;;63;935;center
Christopher Nolan;Animation film;Robots/androids/humanoids;Thriller;Mars;End of the 19th century;No;1h 40min;Cinema;571;0;M;;63;935;right
Christopher Nolan;Animation film;Robots/androids/humanoids;Thriller;Europe;2100;No;1h 40min;Cinema;787;1;M;;63;936;left
Tim Burton;Live-action;Animals;Science-fiction;Mars;2100;No;2h;Cinema;1703;0;M;;63;936;center
Christopher Nolan;Live-action;Animals;Thriller;Mars;2100;Yes;1h 40min;Platforms;2152;0;M;;63;936;right
Steven Spielberg;Live-action;Humans;Science-fiction;Europe;End of the 19th century;No;1h 40min;Cinema;474;0;M;;63;937;left
Steven Spielberg;Live-action;Robots/androids/humanoids;Thriller;Europe;2100;No;1h 40min;Platforms;2520;1;M;;63;937;center
Steven Spielberg;Live-action;Humans;Thriller;Europe;2022;Yes;1h 40min;Platforms;1932;0;M;;63;937;right
Christopher Nolan;Live-action;Animals;Thriller;Mars;2022;Yes;2h;Platforms;2872;0;M;;63;938;left
Christopher Nolan;Animation film;Humans;Thriller;Europe;2100;Yes;1h 40min;Cinema;343;0;M;;63;938;center
Christopher Nolan;Live-action;Robots/androids/humanoids;Science-fiction;United States of America;2100;Yes;1h 40min;Platforms;2032;1;M;;63;938;right
Tim Burton;Live-action;Animals;Thriller;Japan;2100;Yes;1h 40min;Platforms;2117;0;M;;63;939;left
Christopher Nolan;Live-action;Humans;Thriller;Mars;2022;No;2h;Platforms;3298;1;M;;63;939;center
Steven Spielberg;Live-action;Animals;Thriller;Japan;2022;Yes;2h;Platforms;2838;0;M;;63;939;right
Steven Spielberg;Live-action;Robots/androids/humanoids;Thriller;Europe;End of the 19th century;Yes;1h 40min;Platforms;1800;0;M;;63;940;left
Steven Spielberg;Animation film;Humans;Thriller;United States of America;End of the 19th century;Yes;2h;Platforms;2613;0;M;;63;940;center
Christopher Nolan;Live-action;Robots/androids/humanoids;Science-fiction;Mars;End of the 19th century;Yes;2h;Platforms;2716;1;M;;63;940;right
Christopher Nolan;Animation film;Animals;Thriller;United States of America;End of the 19th century;No;2h;Cinema;1321;0;M;;63;941;left
Christopher Nolan;Live-action;Animals;Science-fiction;Mars;2100;No;2h;Cinema;1702;0;M;;63;941;center
Tim Burton;Animation film;Animals;Thriller;Mars;End of the 19th century;No;2h;Cinema;1430;1;M;;63;941;right
Steven Spielberg;Animation film;Animals;Science-fiction;Europe;End of the 19th century;No;2h;Platforms;3069;1;M;;63;942;left
Christopher Nolan;Animation film;Robots/androids/humanoids;Science-fiction;Europe;End of the 19th century;Yes;2h;Cinema;913;0;M;;63;942;center
Tim Burton;Live-action;Humans;Thriller;Japan;2100;Yes;2h;Platforms;2975;0;M;;63;942;right
Tim Burton;Live-action;Animals;Thriller;Japan;2022;No;1h 40min;Platforms;2405;0;M;;63;943;left
Tim Burton;Live-action;Humans;Science-fiction;Mars;2100;Yes;2h;Platforms;2993;0;M;;63;943;center
Tim Burton;Animation film;Robots/androids/humanoids;Thriller;Japan;2100;No;1h 40min;Platforms;2552;1;M;;63;943;right
Tim Burton;Live-action;Humans;Thriller;Mars;2022;Yes;1h 40min;Cinema;275;0;M;;63;944;left
Christopher Nolan;Animation film;Robots/androids/humanoids;Thriller;Europe;2022;Yes;2h;Platforms;2803;1;M;;63;944;center
Tim Burton;Live-action;Animals;Thriller;Mars;End of the 19th century;Yes;2h;Cinema;1001;0;M;;63;944;right
Steven Spielberg;Animation film;Robots/androids/humanoids;Thriller;Japan;End of the 19th century;No;2h;Cinema;1401;0;M;;63;945;left
Christopher Nolan;Animation film;Animals;Thriller;Europe;2100;Yes;1h 40min;Platforms;2077;1;M;;63;945;center
Tim Burton;Live-action;Robots/androids/humanoids;Thriller;Japan;End of the 19th century;No;1h 40min;Cinema;539;0;M;;63;945;right
Steven Spielberg;Live-action;Robots/androids/humanoids;Thriller;Europe;2022;No;2h;Platforms;3240;1;M;24;64;946;left
Tim Burton;Animation film;Robots/androids/humanoids;Thriller;United States of America;End of the 19th century;Yes;2h;Cinema;896;0;M;24;64;946;center
Tim Burton;Animation film;Animals;Science-fiction;Europe;2022;No;2h;Platforms;3212;0;M;24;64;946;right
Steven Spielberg;Animation film;Robots/androids/humanoids;Thriller;Mars;2100;Yes;2h;Platforms;3021;1;M;24;64;947;left
Tim Burton;Live-action;Animals;Thriller;Japan;End of the 19th century;Yes;1h 40min;Cinema;101;0;M;24;64;947;center
Steven Spielberg;Live-action;Robots/androids/humanoids;Science-fiction;Mars;2022;No;1h 40min;Platforms;2430;0;M;24;64;947;right
Tim Burton;Animation film;Humans;Thriller;United States of America;2022;No;2h;Cinema;1460;1;M;24;64;948;left
Steven Spielberg;Live-action;Humans;Thriller;United States of America;End of the 19th century;No;2h;Platforms;3048;0;M;24;64;948;center
Tim Burton;Live-action;Animals;Science-fiction;Mars;2100;Yes;2h;Platforms;2999;0;M;24;64;948;right
Tim Burton;Live-action;Animals;Science-fiction;Mars;2022;Yes;2h;Platforms;2855;0;M;24;64;949;left
Christopher Nolan;Live-action;Robots/androids/humanoids;Thriller;Japan;End of the 19th century;Yes;1h 40min;Cinema;106;1;M;24;64;949;center
Christopher Nolan;Animation film;Animals;Science-fiction;Japan;2100;Yes;1h 40min;Cinema;367;0;M;24;64;949;right
Christopher Nolan;Animation film;Humans;Thriller;United States of America;2100;No;2h;Platforms;3331;1;M;24;64;950;left
Steven Spielberg;Animation film;Robots/androids/humanoids;Thriller;Japan;2100;Yes;2h;Cinema;1257;0;M;24;64;950;center
Christopher Nolan;Animation film;Robots/androids/humanoids;Thriller;Mars;End of the 19th century;No;1h 40min;Cinema;571;0;M;24;64;950;right
Christopher Nolan;Animation film;Robots/androids/humanoids;Thriller;Europe;2100;No;1h 40min;Cinema;787;1;M;24;64;951;left
Tim Burton;Live-action;Animals;Science-fiction;Mars;2100;No;2h;Cinema;1703;0;M;24;64;951;center
Christopher Nolan;Live-action;Animals;Thriller;Mars;2100;Yes;1h 40min;Platforms;2152;0;M;24;64;951;right
Steven Spielberg;Live-action;Humans;Science-fiction;Europe;End of the 19th century;No;1h 40min;Cinema;474;0;M;24;64;952;left
Steven Spielberg;Live-action;Robots/androids/humanoids;Thriller;Europe;2100;No;1h 40min;Platforms;2520;1;M;24;64;952;center
